+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                       ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[0].data_fifo|auto_generated|dpfifo                                                                                ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[0].data_fifo|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|avm_buffer|staging_reg                                                                                                   ; 327   ; 0              ; 0            ; 0              ; 325    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|avm_buffer|fifo|fifo                                                                                                     ; 327   ; 0              ; 0            ; 0              ; 326    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|avm_buffer|fifo                                                                                                          ; 327   ; 0              ; 0            ; 0              ; 326    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|avm_buffer                                                                                                               ; 327   ; 0              ; 0            ; 0              ; 325    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write                                                                                                                          ; 105   ; 0              ; 7            ; 0              ; 327    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18                                                                                                                                          ; 424   ; 39             ; 288          ; 39             ; 329    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3                                                                                                                                                               ; 523   ; 0              ; 98           ; 0              ; 329    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|local_bb2_c2_exit_c2_exi2_instance                                                                                                                            ; 103   ; 2              ; 0            ; 2              ; 99     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to166_bb2_var__0_reg_166_fifo                                                                                                                        ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to166_bb2_c2_ene3_0_reg_166_fifo                                                                                                                     ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to165_bb2_c1_exit_c1_exi3_0_reg_165_fifo|staging_reg                                                                                                 ; 132   ; 0              ; 0            ; 0              ; 130    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to165_bb2_c1_exit_c1_exi3_0_reg_165_fifo|fifo|staging_reg                                                                                            ; 132   ; 0              ; 0            ; 0              ; 130    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to165_bb2_c1_exit_c1_exi3_0_reg_165_fifo|fifo|fifo|fifo                                                                                              ; 132   ; 0              ; 0            ; 0              ; 131    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to165_bb2_c1_exit_c1_exi3_0_reg_165_fifo|fifo|fifo                                                                                                   ; 132   ; 0              ; 0            ; 0              ; 131    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to165_bb2_c1_exit_c1_exi3_0_reg_165_fifo|fifo                                                                                                        ; 132   ; 1              ; 0            ; 1              ; 133    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_165to165_bb2_c1_exit_c1_exi3_0_reg_165_fifo                                                                                                             ; 132   ; 0              ; 0            ; 0              ; 130    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|local_bb2_c1_exit_c1_exi3_instance                                                                                                                            ; 135   ; 2              ; 0            ; 2              ; 131    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_164to165_bb2_c1_ene3_0_reg_165_fifo                                                                                                                     ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_163to164_bb2_c1_ene3_0_reg_164_fifo                                                                                                                     ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|int_module_local_bb2_mul8_1                                                                                                                                   ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|int_module_local_bb2_mul8                                                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to163_bb2_c1_ene3_0_reg_163_fifo                                                                                                                     ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|staging_reg                                                                                      ; 68    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|sel_fifo|staging_reg                                                                   ; 5     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|sel_fifo|fifo|fifo                                                                     ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|sel_fifo|fifo                                                                          ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|sel_fifo                                                                               ; 5     ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ll_fifo|staging_reg                                                                    ; 68    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ll_fifo|fifo|fifo                                                                      ; 68    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ll_fifo|fifo                                                                           ; 68    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ll_fifo                                                                                ; 68    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo|wr_ptr                            ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo|usedw_counter                     ; 5     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo|rd_ptr_msb                        ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo|three_comparison                  ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo|almost_full_comparer              ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo|FIFOram                           ; 82    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated|dpfifo                                   ; 69    ; 0              ; 0            ; 0              ; 73     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo|scfifo_component|auto_generated                                          ; 68    ; 1              ; 0            ; 1              ; 74     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo|fifo                                                                          ; 68    ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo|ram_fifo                                                                               ; 68    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo|fifo                                                                                        ; 68    ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo|fifo                                                                                             ; 68    ; 1              ; 0            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rnode_162to162_bb2_ld_memcoalesce__add_load_0_0_reg_162_fifo                                                                                                  ; 68    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rcnode_165to166_rc0_bb2_inc13_1_0_reg_166_fifo|fifo                                                                                                           ; 133   ; 0              ; 0            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|rcnode_165to166_rc0_bb2_inc13_1_0_reg_166_fifo                                                                                                                ; 133   ; 3              ; 0            ; 3              ; 131    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo|wr_ptr                                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo|usedw_counter                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo|rd_ptr_msb                              ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo|two_comparison                          ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo|almost_full_comparer                    ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo|FIFOram                                 ; 276   ; 0              ; 0            ; 0              ; 256    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated|dpfifo                                         ; 261   ; 0              ; 0            ; 0              ; 257    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_back_wfifo|auto_generated                                                ; 260   ; 0              ; 0            ; 0              ; 257    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo|wr_ptr                                ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo|usedw_counter                         ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo|rd_ptr_msb                            ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo|two_comparison                        ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo|almost_full_comparer                  ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo|FIFOram                               ; 50    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated|dpfifo                                       ; 35    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|rd_request_fifo|auto_generated                                              ; 34    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo|wr_ptr               ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo|usedw_counter        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo|rd_ptr_msb           ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo|two_comparison       ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo|almost_full_comparer ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo|FIFOram              ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated|dpfifo                      ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read|GEN_WORD_OFFSET_FIFO.offset_fifo|auto_generated                             ; 12    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|pipelined_read                                                                             ; 317   ; 37             ; 16           ; 37             ; 135    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|coalescer                                                                                  ; 34    ; 0              ; 5            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read|GEN_PIPE_INPUT.in_pipeline                                                                 ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_2|lsu_local_bb2_ld_memcoalesce__add_load_0|bursting_non_aligned_read                                                                                            ; 295   ; 3              ; 2            ; 3              ; 137    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
